"","word","n"
"1566","for what",430
"1567","much to",429
"1568","took the",429
"1569","a child",428
"1570","be so",428
"1571","it looks",428
"1572","no i",428
"1573","a short",427
"1574","i couldn't",427
"1575","it at",427
"1576","to some",427
"1577","filled with",426
"1578","for sure",426
"1579","it may",426
"1580","one i",426
"1581","that his",426
"1582","the center",426
"1583","things i",426
"1584","and also",425
"1585","and our",425
"1586","picked up",425
"1587","that makes",425
"1588","there's no",425
"1589","does it",424
"1590","has no",424
"1591","more to",424
"1592","must have",424
"1593","on in",424
"1594","on wednesday",424
"1595","says the",424
"1596","see that",424
"1597","the community",424
"1598","the question",424
"1599","think it's",424
"1600","which the",424
"1601","all in",423
"1602","an old",423
"1603","because you",423
"1604","bunch of",423
"1605","don't get",423
"1606","or even",423
"1607","pair of",423
"1608","you that",423
"1609","ended up",422
"1610","give you",422
"1611","if there",422
"1612","the church",422
"1613","up my",422
"1614","great to",421
"1615","of any",421
"1616","the news",421
"1617","the president",421
"1618","hundreds of",420
"1619","look forward",420
"1620","the district",420
"1621","this point",420
"1622","week i",420
"1623","call me",419
"1624","have fun",419
"1625","i may",419
"1626","if not",419
"1627","in for",419
"1628","is at",419
"1629","on one",419
"1630","form of",418
"1631","are now",417
"1632","glad to",417
"1633","living in",417
"1634","you at",417
"1635","you ever",417
"1636","did it",416
"1637","for being",416
"1638","just one",416
"1639","man who",416
"1640","people and",416
"1641","the court",416
"1642","to those",416
"1643","get your",415
"1644","me if",415
"1645","or something",415
"1646","so they",415
"1647","as soon",414
"1648","that had",414
"1649","the economy",414
"1650","the fourth",414
"1651","the kind",414
"1652","do something",413
"1653","her and",413
"1654","only the",413
"1655","the issue",413
"1656","there i",413
"1657","too i",413
"1658","do so",412
"1659","him a",412
"1660","other than",412
"1661","seemed to",412
"1662","the list",412
"1663","the weather",412
"1664","a team",411
"1665","more and",411
"1666","much i",411
"1667","the greatest",411
"1668","and do",409
"1669","as part",409
"1670","because we",409
"1671","for years",409
"1672","how about",409
"1673","i can’t",409
"1674","the phone",409
"1675","glad you",408
"1676","of one",408
"1677","out my",408
"1678","return to",408
"1679","that i'm",408
"1680","the local",408
"1681","day for",407
"1682","the red",406
"1683","in san",405
"1684","it might",405
"1685","once again",405
"1686","saw the",405
"1687","some time",405
"1688","week and",405
"1689","a series",404
"1690","but as",404
"1691","the long",404
"1692","school and",403
"1693","the hospital",403
"1694","at his",402
"1695","look for",402
"1696","love this",402
"1697","never been",402
"1698","point of",402
"1699","that and",402
"1700","win the",402
"1701","ahead of",401
"1702","days of",401
"1703","do is",401
"1704","enjoy the",401
"1705","i heard",401
"1706","my mother",401
"1707","of work",401
"1708","please follow",401
"1709","the home",401
"1710","was still",401
"1711","at it",400
"1712","find it",400
"1713","it that",400
"1714","on what",400
"1715","to reach",400
"1716","home to",399
"1717","just saw",399
"1718","talking to",399
"1719","was born",399
"1720","food and",398
"1721","he and",398
"1722","into my",398
"1723","is why",398
"1724","just want",398
"1725","long term",398
"1726","the program",398
"1727","the years",398
"1728","to feel",398
"1729","to not",398
"1730","as many",397
"1731","in life",397
"1732","inside the",397
"1733","that all",397
"1734","the office",397
"1735","the ones",397
"1736","the west",397
"1737","this book",397
"1738","for its",396
"1739","have done",396
"1740","much better",396
"1741","my dad",396
"1742","on facebook",396
"1743","the table",396
"1744","was my",396
"1745","will you",396
"1746","a car",395
"1747","if she",395
"1748","last time",395
"1749","to and",395
"1750","a guy",394
"1751","but what",394
"1752","city of",394
"1753","help you",394
"1754","one and",394
"1755","the reason",394
"1756","to what",394
"1757","was at",394
"1758","years in",394
"1759","are on",393
"1760","give up",393
"1761","money to",393
"1762","the city's",393
"1763","the wrong",393
"1764","which he",393
"1765","all these",392
"1766","before you",392
"1767","that it's",392
"1768","a bunch",391
"1769","a high",391
"1770","believe in",391
"1771","found a",391
"1772","got it",391
"1773","me but",391
"1774","them the",391
"1775","with one",390
"1776","woke up",390
"1777","night and",389
"1778","really good",389
"1779","story of",389
"1780","don't forget",388
"1781","each of",388
"1782","our own",388
"1783","you don’t",388
"1784","be used",387
"1785","it it",387
"1786","mother's day",387
"1787","on thursday",387
"1788","that when",387
"1789","the heart",387
"1790","things are",387
"1791","vice president",387
"1792","if a",386
"1793","the site",386
"1794","to believe",386
"1795","been on",385
"1796","for another",385
"1797","in there",385
"1798","join us",385
"1799","who were",385
"1800","a family",384
"1801","has become",384
"1802","make you",384
"1803","this i",384
"1804","a strong",383
"1805","again i",383
"1806","come up",383
"1807","good thing",383
"1808","how can",383
"1809","not as",383
"1810","back of",382
"1811","excited for",382
"1812","so he",382
"1813","variety of",382
"1814","and go",381
"1815","be back",381
"1816","keep it",381
"1817","make up",381
"1818","my best",381
"1819","though the",381
"1820","to hold",381
"1821","to send",381
"1822","in on",380
"1823","she would",380
"1824","the line",380
"1825","thing to",380
"1826","to protect",380
"1827","ways to",380
"1828","year in",380
"1829","as possible",379
"1830","at one",379
"1831","it took",379
"1832","my last",379
"1833","tend to",379
"1834","that time",379
"1835","what would",379
"1836","check it",378
"1837","difficult to",378
"1838","from their",378
"1839","is coming",378
"1840","outside the",378
"1841","you look",378
"1842","at first",377
"1843","few weeks",377
"1844","to its",377
"1845","to open",377
"1846","to sell",377
"1847","can we",376
"1848","is something",376
"1849","put a",376
"1850","the high",376
"1851","was like",376
"1852","wonder if",376
"1853","a result",375
"1854","pretty good",375
"1855","you really",375
"1856","been the",374
"1857","didn't know",374
"1858","felt like",374
"1859","know about",374
"1860","of some",374
"1861","us a",374
"1862","you say",373
"1863","anyone else",372
"1864","get on",372
"1865","him the",372
"1866","it you",372
"1867","on its",372
"1868","was able",372
"1869","a young",371
"1870","back from",371
"1871","didn't have",371
"1872","in january",371
"1873","so happy",371
"1874","so what",371
"1875","you make",371
"1876","as to",370
"1877","be done",370
"1878","but to",370
"1879","having to",370
"1880","he didn't",370
"1881","left the",370
"1882","the guy",370
"1883","the head",370
"1884","earlier this",369
"1885","i won't",369
"1886","making the",369
"1887","to end",369
"1888","history of",368
"1889","night i",368
"1890","only to",368
"1891","that's not",368
"1892","the state's",368
"1893","they should",368
"1894","you're not",368
"1895","did a",367
"1896","this will",367
"1897","back at",366
"1898","from her",366
"1899","good and",366
"1900","in march",366
"1901","love my",366
"1902","the party",366
"1903","a problem",365
"1904","a quick",365
"1905","both of",365
"1906","do what",365
"1907","just because",365
"1908","me of",365
"1909","or more",365
"1910","parts of",365
"1911","seems like",365
"1912","the price",365
"1913","thing that",365
"1914","to for",365
"1915","a two",364
"1916","can only",364
"1917","fan of",364
"1918","getting ready",364
"1919","say it",364
"1920","they say",364
"1921","to finish",364
"1922","change the",363
"1923","important to",363
"1924","my day",363
"1925","off and",363
"1926","sure you",363
"1927","the building",363
"1928","the late",363
"1929","again and",362
"1930","five years",362
"1931","in time",362
"1932","a certain",361
"1933","a fun",361
"1934","and new",361
"1935","for about",361
"1936","give a",361
"1937","in mind",361
"1938","it really",361
"1939","the heat",361
"1940","the love",361
"1941","the park",361
"1942","cost of",360
"1943","in chicago",360
"1944","in recent",360
"1945","one to",360
"1946","put on",360
"1947","she says",360
"1948","the beach",360
"1949","a one",359
"1950","i cant",359
"1951","little more",359
"1952","me at",359
"1953","not been",359
"1954","the difference",359
"1955","the wall",359
"1956","to catch",359
"1957","to everyone",359
"1958","of two",358
"1959","on you",358
"1960","real estate",358
"1961","something i",358
"1962","taking a",358
"1963","a fan",357
"1964","are doing",357
"1965","as far",357
"1966","doing a",357
"1967","house and",357
"1968","it's going",357
"1969","love with",357
"1970","of other",357
"1971","onto the",357
"1972","the cost",357
"1973","think we",357
"1974","all those",356
"1975","i'm still",356
"1976","the kitchen",356
"1977","to raise",356
"1978","interest in",355
"1979","oh my",355
"1980","people i",355
"1981","picture of",355
"1982","said to",355
"1983","terms of",355
"1984","to just",355
"1985","a member",354
"1986","about his",354
"1987","by his",354
"1988","for two",354
"1989","how they",354
"1990","i'm gonna",354
"1991","the series",354
"1992","a picture",353
"1993","are also",353
"1994","give it",353
"1995","her husband",353
"1996","her own",353
"1997","of money",353
"1998","the face",353
"1999","the song",353
"2000","time we",353
"2001","until i",353
"2002","who would",353
"2003","excited about",352
"2004","followed by",352
"2005","for now",352
"2006","got my",352
"2007","have never",352
"2008","me back",352
"2009","out at",352
"2010","to continue",352
"2011","add the",351
"2012","haha i",351
"2013","have made",351
"2014","he wants",351
"2015","hope that",351
"2016","meant to",351
"2017","there for",351
"2018","we go",351
"2019","but my",350
"2020","coming up",350
"2021","help me",350
"2022","my eyes",350
"2023","still a",350
"2024","the words",350
"2025","then you",350
"2026","us in",350
"2027","why the",350
"2028","doing it",349
"2029","found that",349
"2030","i put",349
"2031","sure i",349
"2032","that's why",349
"2033","the dark",349
"2034","they did",349
"2035","time you",349
"2036","turned out",349
"2037","use it",349
"2038","without the",349
"2039","e mail",348
"2040","four years",348
"2041","sometimes i",348
"2042","years old",348
"2043","a movie",347
"2044","can help",347
"2045","come from",347
"2046","life i",347
"2047","love your",347
"2048","people have",347
"2049","still in",347
"2050","the race",347
"2051","the south",347
"2052","went on",347
"2053","which are",347
"2054","you must",347
"2055","a happy",346
"2056","he does",346
"2057","it's all",346
"2058","my house",346
"2059","not really",346
"2060","then we",346
"2061","use a",346
"2062","a story",345
"2063","at some",345
"2064","compared to",345
"2065","i hear",345
"2066","i loved",345
"2067","it be",345
"2068","it if",345
"2069","just for",345
"2070","state and",345
"2071","sure that",345
"2072","the left",345
"2073","will go",345
"2074","with two",345
"2075","at night",344
"2076","but no",344
"2077","do to",344
"2078","how long",344
"2079","i tried",344
"2080","many times",344
"2081","of him",344
"2082","said and",344
"2083","the boys",344
"2084","things to",344
"2085","are more",343
"2086","congrats to",343
"2087","home in",343
"2088","and take",342
"2089","are no",342
"2090","makes it",342
"2091","other people",342
"2092","said a",342
"2093","a pair",341
"2094","and most",341
"2095","are very",341
"2096","given the",341
"2097","the media",341
"2098","the start",341
"2099","when you're",341
"2100","allowed to",340
